cell_line,agent,GR_AOC,GRmax,GR50
CAL851,Paclitaxel,0.48433,0.094709,0.004331300000000001
CAL851,Topotecan,0.71964,-0.12322,0.018663
CAL851,Etoposide,0.34946,-0.07274,0.51299
CAL851,Dasatinib,0.39825,0.115,0.15892
CAL851,Trametinib/GSK1120212,0.33768000000000004,0.38454,0.025946
CAL851,Saracatinib/AZD0530,0.15313,0.30797,1.3595
CAL851,ABT-737,-0.036544,0.95271,inf
CAL851,Vorinostat,0.20629,-0.11108,1.2383
CAL851,Luminespib/NVP-AUY922,0.5578,-0.038118,0.006906699999999999
CAL851,A-1210477,0.0024536,1.0265,inf
CAL851,Olaparib/AZD2281,0.11329000000000003,0.4773,8.7788
CAL851,Bleomycin,0.31129,0.06463300000000001,0.8613200000000001
CAL851,Ipatasertib/GDC0068,0.16577999999999998,0.48205,inf
CAL851,Alpelisib/BYL719,0.18679,0.32523,4.0899
CAL851,Taselisib/GDC0032,0.51957,0.078805,0.066947
CAL851,TGX221,-0.03277,1.0001,inf
CAL851,Torin2,0.49162,-0.04679,0.010202
CAL851,Everolimus,0.50083,0.44409,0.0023359
CAL851,INK128/MLN0128,0.58491,0.078334,0.010301
CAL851,PF-4708671,-0.028338,1.0339,inf
CAL851,Buparlisib/NVP-BKM120,0.36355,-0.12074,0.47653
CAL851,Pictilisib/GDC0941,0.33161,0.10453,0.81348
CAL851,Ceritinib/LDK378,0.34700000000000003,-0.49415,0.8245100000000001
CAL851,Neratinib/HKI272,0.43908,0.028941,0.043744
CAL851,Tivantinib/ARQ197,0.37029,0.054686,0.28026
CAL851,Cediranib/AZD2171,0.162,-0.12141,2.888
CAL851,Cabozantinib,0.099561,0.29524,6.5992
HCC1143,Abemaciclib/LY2835219,0.53951,-0.032143,0.06319
HCC1143,Palbociclib/PD0332991,0.26107,0.27213000000000004,0.25505
HCC1143,AZD7762,0.55318,-0.17443,0.069813
HCC1143,Volasertib/BI6727,0.60516,-0.12084,0.0053442
HCC1143,Dinaciclib/SCH727965,0.49524,-0.15105,0.015987
HCC1143,Cisplatin,0.28419,0.12772,0.97351
HCC1143,Doxorubicin,0.6532,-0.18352,0.010446
HCC1143,Paclitaxel,0.65007,-0.059992,0.0026897
HCC1143,Topotecan,0.77098,-0.24859,0.014108
HCC1143,Etoposide,0.32277,0.019653,0.5277
HCC1143,Dasatinib,0.36208,0.38102,0.74924
HCC1143,Trametinib/GSK1120212,0.4703600000000001,0.15642,0.010397
HCC1143,Saracatinib/AZD0530,0.20224,0.46822,7.0844
HCC1143,ABT-737,0.092456,0.408,7.0061
HCC1143,Vorinostat,0.24856,-0.041123,1.0408
HCC1143,Luminespib/NVP-AUY922,0.62305,-0.06816799999999999,0.004163399999999999
HCC1143,A-1210477,0.063686,0.68032,16.8526
HCC1143,Olaparib/AZD2281,0.081331,0.52531,11.181
HCC1143,Bleomycin,0.5574899999999999,-0.00084871,0.064849
HCC1143,Ipatasertib/GDC0068,0.065798,0.74903,71.1374
HCC1143,Alpelisib/BYL719,0.16249,0.51851,13.1536
HCC1143,Taselisib/GDC0032,0.43255,0.017459,0.32103000000000004
HCC1143,TGX221,0.028356,0.93338,inf
HCC1143,Torin2,0.31055,-0.035741,0.063104
HCC1143,Everolimus,0.31977,0.58818,inf
HCC1143,INK128/MLN0128,0.43278,0.14022,0.052184
HCC1143,PF-4708671,0.060276,0.7581399999999999,inf
HCC1143,Buparlisib/NVP-BKM120,0.3293,-0.14819000000000002,0.8372299999999999
HCC1143,Pictilisib/GDC0941,0.29197,0.026198000000000003,1.287
HCC1143,Ceritinib/LDK378,0.26441,-0.37601,1.6425
HCC1143,Neratinib/HKI272,0.20618000000000006,0.25925,1.053
HCC1143,Tivantinib/ARQ197,0.4226,-0.12634,0.32326
HCC1143,Cediranib/AZD2171,0.14833,0.059486,4.2874
HCC1143,Cabozantinib,0.090662,0.57392,12.8411
PDXHCI002,Abemaciclib/LY2835219,0.75655,-0.5926100000000001,0.045849
PDXHCI002,Palbociclib/PD0332991,0.28561,0.2687,0.12112
PDXHCI002,AZD7762,0.6734,-0.53818,0.080417
PDXHCI002,Volasertib/BI6727,0.7572,-0.50384,0.0038304
PDXHCI002,Dinaciclib/SCH727965,0.58615,-0.32874000000000003,0.012392
PDXHCI002,Cisplatin,0.26304,-0.18633,1.2108
PDXHCI002,Doxorubicin,0.95631,-0.60456,0.0040566000000000005
PDXHCI002,Paclitaxel,0.84295,-0.37328,0.0024866
PDXHCI002,Topotecan,1.0891,-0.5837899999999999,0.0049003
PDXHCI002,Etoposide,0.57487,-0.26871,0.11669000000000003
PDXHCI002,Dasatinib,0.35167,0.082583,0.65427
PDXHCI002,Trametinib/GSK1120212,0.1929,0.6565,inf
PDXHCI002,Saracatinib/AZD0530,0.48221,0.044806,0.097639
PDXHCI002,ABT-737,0.063927,0.17800000000000002,5.9135
PDXHCI002,Vorinostat,0.52107,-0.52445,0.299
PDXHCI002,Luminespib/NVP-AUY922,0.6941,-0.25483,0.0044754
PDXHCI002,A-1210477,-0.038738,0.98162,inf
PDXHCI002,Olaparib/AZD2281,0.16562000000000002,0.29316,4.2142
PDXHCI002,Bleomycin,0.34805,-0.20812,0.67835
PDXHCI002,Ipatasertib/GDC0068,-0.048493,1.05,inf
PDXHCI002,Alpelisib/BYL719,0.054358,0.65903,55.6762
PDXHCI002,Taselisib/GDC0032,0.35032,-0.099888,0.75132
PDXHCI002,TGX221,-0.021053,0.8596799999999999,inf
PDXHCI002,Torin2,0.20021,-0.089155,0.13069
PDXHCI002,Everolimus,-0.042976,0.97201,inf
PDXHCI002,INK128/MLN0128,0.22728,0.25452,0.22324
PDXHCI002,PF-4708671,-0.026795,0.87787,inf
PDXHCI002,Buparlisib/NVP-BKM120,0.22217,-0.33843,1.4624
PDXHCI002,Pictilisib/GDC0941,0.19733,0.04081,2.5857
PDXHCI002,Ceritinib/LDK378,0.47963,-0.55301,0.34603
PDXHCI002,Neratinib/HKI272,0.3482,-0.09951,0.18239
PDXHCI002,Tivantinib/ARQ197,0.47884,-0.30161,0.24536
PDXHCI002,Cediranib/AZD2171,0.24538,-0.3831,1.5951
PDXHCI002,Cabozantinib,0.03834,0.25683,7.5205
SUM149,Abemaciclib/LY2835219,0.3479,0.099539,0.5634899999999999
SUM149,Palbociclib/PD0332991,0.19545,0.4773600000000001,12.6111
SUM149,AZD7762,0.5823699999999999,-0.32932,0.086685
SUM149,Volasertib/BI6727,0.52189,-0.19041,0.012905000000000002
SUM149,Dinaciclib/SCH727965,0.5513600000000001,-0.26769,0.01401
SUM149,Cisplatin,0.32026,-0.097033,0.70194
SUM149,Doxorubicin,0.7085899999999999,-0.21712,0.0091954
SUM149,Paclitaxel,0.71387,-0.090675,0.0018249
SUM149,Topotecan,0.8513,-0.28262,0.0067993
SUM149,Etoposide,0.47986,-0.072493,0.14695
SUM149,Dasatinib,0.4872,-0.094486,0.11113
SUM149,Trametinib/GSK1120212,0.39619,0.24419,0.010926
SUM149,Saracatinib/AZD0530,0.13525,0.20779,2.4871
SUM149,ABT-737,0.11405,0.036299,4.6096
SUM149,Vorinostat,0.22581,-0.060309,1.3494
SUM149,Luminespib/NVP-AUY922,0.65368,-0.17695999999999998,0.005049100000000001
SUM149,A-1210477,0.035805000000000003,0.39928,6.3295
SUM149,Olaparib/AZD2281,0.16668,0.32085,5.2977
SUM149,Bleomycin,0.6287699999999999,-0.19034,0.046022
SUM149,Ipatasertib/GDC0068,0.12724000000000002,0.28919,4.5310000000000015
SUM149,Alpelisib/BYL719,0.038907,0.8439399999999999,inf
SUM149,Taselisib/GDC0032,0.19624,-0.0060445,2.6352
SUM149,TGX221,-0.021598,1.0164,inf
SUM149,Torin2,0.25047,0.091155,0.14114000000000002
SUM149,Everolimus,0.19982,0.73753,inf
SUM149,INK128/MLN0128,0.32195,0.26643,0.15497
SUM149,PF-4708671,0.021926,0.74824,23.0203
SUM149,Buparlisib/NVP-BKM120,0.22449,-0.17185,1.5519999999999998
SUM149,Pictilisib/GDC0941,0.12512,0.33046,5.7117
SUM149,Ceritinib/LDK378,0.24127,-0.38856,1.7455
SUM149,Neratinib/HKI272,0.36449,0.15783,0.065626
SUM149,Tivantinib/ARQ197,0.40284,-0.11763,0.30822
SUM149,Cediranib/AZD2171,0.055571,0.08368400000000001,5.6616
SUM149,Cabozantinib,0.034098,0.32937,5.9056
T47D,Abemaciclib/LY2835219,0.77062,-0.014897,0.0041319
T47D,Palbociclib/PD0332991,0.45518,0.10769,0.027061
T47D,AZD7762,0.12523,-0.034719,2.4561
T47D,Volasertib/BI6727,0.36749,-0.08404400000000001,0.033907
T47D,Dinaciclib/SCH727965,0.46909,-0.18722,0.019826
T47D,Cisplatin,0.21802,0.1,1.5698
T47D,Doxorubicin,0.90611,-0.2807,0.0018782
T47D,Paclitaxel,0.43891,0.13787,0.0095034
T47D,Topotecan,0.93708,-0.14659,0.005178899999999999
T47D,Etoposide,0.66333,-0.17494,0.041627
T47D,Dasatinib,0.18423,0.50908,15.359000000000002
T47D,Trametinib/GSK1120212,0.21397,0.57814,inf
T47D,Saracatinib/AZD0530,0.16889,0.40957,4.3274
T47D,ABT-737,-0.00052874,0.60726,13.2196
T47D,Vorinostat,0.16164,-0.041256,1.8169
T47D,Luminespib/NVP-AUY922,0.51164,0.032818,0.0060531000000000005
T47D,A-1210477,0.022325,0.5767899999999999,inf
T47D,Olaparib/AZD2281,0.030601,0.5341899999999999,inf
T47D,Bleomycin,0.46237,-0.08933300000000001,0.19948
T47D,Ipatasertib/GDC0068,0.43325,0.12765,0.13385999999999998
T47D,Alpelisib/BYL719,0.45661,-0.029265,0.15154
T47D,Taselisib/GDC0032,0.8925299999999999,-0.074527,0.0017729
T47D,TGX221,-0.0062146,0.7983100000000001,inf
T47D,Torin2,0.52413,0.017692,0.0059416
T47D,Everolimus,0.61829,0.29507,-inf
T47D,INK128/MLN0128,0.6894,-0.036311,0.0051983
T47D,PF-4708671,0.12822999999999998,0.36505,3.7613
T47D,Buparlisib/NVP-BKM120,0.46355,-0.3171,0.24256
T47D,Pictilisib/GDC0941,0.47118,-0.046505,0.14065
T47D,Ceritinib/LDK378,0.29363,-0.63749,1.4575
T47D,Neratinib/HKI272,0.27546,0.19321,0.41347
T47D,Tivantinib/ARQ197,0.28312,0.0081102,0.5172800000000001
T47D,Cediranib/AZD2171,0.12086,-0.58417,4.143
T47D,Cabozantinib,0.054887,0.32865,8.0539
CAMA1,Abemaciclib/LY2835219,0.62005,0.21513,0.0076084
CAMA1,Palbociclib/PD0332991,0.35775,0.26851,0.071148
CAMA1,AZD7762,0.40915,-0.07346799999999999,0.26719
CAMA1,Volasertib/BI6727,0.63805,-0.20257,0.0078908
CAMA1,Dinaciclib/SCH727965,0.57682,-0.3963,0.014635
CAMA1,Cisplatin,0.33418000000000003,0.0033337,0.92016
CAMA1,Doxorubicin,0.8215,-0.62434,0.007499299999999999
CAMA1,Paclitaxel,0.87575,-0.39321,0.0024213
CAMA1,Topotecan,1.043,-0.38585,0.003252
CAMA1,Etoposide,0.5656399999999999,-0.41968,0.15684
CAMA1,Dasatinib,0.14812999999999998,0.68376,inf
CAMA1,Trametinib/GSK1120212,0.17107,0.54794,4.9833
CAMA1,Saracatinib/AZD0530,0.026531,0.77565,inf
CAMA1,ABT-737,-0.00063472,0.8684700000000001,inf
CAMA1,Vorinostat,0.35957,-0.33754,0.91449
CAMA1,Luminespib/NVP-AUY922,0.5150100000000001,-0.023724,0.0088245
CAMA1,A-1210477,-0.0015182,0.87739,inf
CAMA1,Olaparib/AZD2281,0.049086000000000005,0.6837300000000001,14.5854
CAMA1,Bleomycin,0.27078,-0.017465,1.7197
CAMA1,Ipatasertib/GDC0068,0.40606,-0.1689,0.32929
CAMA1,Alpelisib/BYL719,0.0073493,0.98004,inf
CAMA1,Taselisib/GDC0032,0.24228,-0.1181,1.8065
CAMA1,TGX221,0.0061657,0.8495,40.5595
CAMA1,Torin2,0.50129,-0.11273,0.0088489
CAMA1,Everolimus,0.76784,0.16385999999999998,-inf
CAMA1,INK128/MLN0128,0.62897,-0.063362,0.0095082
CAMA1,PF-4708671,0.059532,0.66122,16.0844
CAMA1,Buparlisib/NVP-BKM120,0.33911,-0.39505,1.0291
CAMA1,Pictilisib/GDC0941,0.26102,-0.18821,1.545
CAMA1,Ceritinib/LDK378,0.23249,-0.6591199999999999,1.8025
CAMA1,Neratinib/HKI272,0.068213,0.46306,2.9142
CAMA1,Tivantinib/ARQ197,0.48957,-0.4723600000000001,0.29051
CAMA1,Cediranib/AZD2171,0.10729,-0.28225,5.0364
CAMA1,Cabozantinib,0.034439,0.24874,8.6978
HCC1428,Abemaciclib/LY2835219,0.6352899999999999,0.091245,0.0093442
HCC1428,Palbociclib/PD0332991,0.33092,0.24398000000000006,0.073151
HCC1428,AZD7762,0.33683,-0.16489,0.49887
HCC1428,Volasertib/BI6727,0.32812,0.090429,0.02393
HCC1428,Dinaciclib/SCH727965,0.62516,-0.5694899999999999,0.017579
HCC1428,Cisplatin,0.2649,0.13224,0.90045
HCC1428,Doxorubicin,0.8347100000000001,-0.6551100000000001,0.005580699999999999
HCC1428,Paclitaxel,0.26299,0.34466,0.073223
HCC1428,Topotecan,0.78347,-0.18338,0.012023
HCC1428,Etoposide,0.37304,0.050594,0.22053000000000006
HCC1428,Dasatinib,0.23362,0.61416,inf
HCC1428,Trametinib/GSK1120212,0.076652,0.80916,inf
HCC1428,Saracatinib/AZD0530,0.059561,0.684,inf
HCC1428,ABT-737,0.090737,0.33981,5.6288
HCC1428,Vorinostat,0.30227,-0.36309,0.94153
HCC1428,Luminespib/NVP-AUY922,0.57477,0.095397,0.0028667
HCC1428,A-1210477,-0.021732,0.8196,inf
HCC1428,Olaparib/AZD2281,0.31874,0.13235,0.56908
HCC1428,Bleomycin,0.16668,0.24536,4.834
HCC1428,Ipatasertib/GDC0068,-0.039204,0.99092,inf
HCC1428,Alpelisib/BYL719,0.020826,0.85683,inf
HCC1428,Taselisib/GDC0032,0.14479,0.18211,4.2304
HCC1428,TGX221,0.015599000000000003,0.77378,inf
HCC1428,Torin2,0.43582,0.039136,0.012708
HCC1428,Everolimus,0.51623,0.34944000000000003,0.032883
HCC1428,INK128/MLN0128,0.64098,0.018142,0.005933699999999999
HCC1428,PF-4708671,-0.00051517,0.8645700000000001,inf
HCC1428,Buparlisib/NVP-BKM120,0.28903,-0.13182,0.90567
HCC1428,Pictilisib/GDC0941,0.1056,0.32818,6.9863
HCC1428,Ceritinib/LDK378,0.28408,-0.80297,1.3075
HCC1428,Neratinib/HKI272,0.095322,0.083034,1.5489
HCC1428,Tivantinib/ARQ197,0.25241,0.21686,0.6193
HCC1428,Cediranib/AZD2171,0.18942,-0.45505,3.1637
HCC1428,Cabozantinib,0.023655,0.64235,inf
HME1,Abemaciclib/LY2835219,0.43152,0.020194,0.19156
HME1,Palbociclib/PD0332991,0.26297,0.25783,0.21924
HME1,AZD7762,0.43419,-0.41434,0.29305
HME1,Volasertib/BI6727,0.39777,-0.014329,0.017292
HME1,Dinaciclib/SCH727965,0.53766,-0.2357,0.012361
HME1,Cisplatin,0.29346,-0.17124,1.1331
HME1,Doxorubicin,0.80999,-0.3787,0.0049272
HME1,Paclitaxel,0.6279100000000001,-0.16865,0.0039143
HME1,Topotecan,0.8481799999999999,-0.27681999999999995,0.007486
HME1,Etoposide,0.5310699999999999,-0.34442,0.13946
HME1,Dasatinib,0.39812,-0.044539,0.2027
HME1,Trametinib/GSK1120212,0.44078,0.20391,0.005633399999999999
HME1,Saracatinib/AZD0530,0.0029229,0.46291,7.2297
HME1,ABT-737,0.085242,0.50521,inf
HME1,Vorinostat,0.155,0.053361,2.9848
HME1,Luminespib/NVP-AUY922,0.60954,-0.24045,0.0084671
HME1,A-1210477,0.33342,-0.4048,0.90518
HME1,Olaparib/AZD2281,0.026714,0.58848,24.9973
HME1,Bleomycin,0.4734,-0.08756699999999999,0.21277
HME1,Ipatasertib/GDC0068,0.02984,0.64937,inf
HME1,Alpelisib/BYL719,0.11276,0.31353000000000003,6.069
HME1,Taselisib/GDC0032,0.43835,0.047377,0.1443
HME1,TGX221,-0.032055,1.025,inf
HME1,Torin2,0.34318000000000004,0.090927,0.025586
HME1,Everolimus,0.37274,0.48875,inf
HME1,INK128/MLN0128,0.39903,0.19536,0.033527
HME1,PF-4708671,0.10073,0.54332,inf
HME1,Buparlisib/NVP-BKM120,0.24173000000000006,-0.21938,1.1705
HME1,Pictilisib/GDC0941,0.1428,0.13034,2.7718
HME1,Ceritinib/LDK378,0.29653,-0.31724,0.82178
HME1,Neratinib/HKI272,0.2792,0.10354,0.14674
HME1,Tivantinib/ARQ197,0.62964,-0.092377,0.036405
HME1,Cediranib/AZD2171,0.020969,0.040004000000000005,7.5271
HME1,Cabozantinib,0.098347,-0.096123,3.2536
SUM1315,Abemaciclib/LY2835219,0.58253,-0.12278,0.046774
SUM1315,Palbociclib/PD0332991,0.33573000000000003,0.30024,0.0892
SUM1315,AZD7762,0.61831,-0.5181399999999999,0.074665
SUM1315,Volasertib/BI6727,0.49505,0.028372,0.01045
SUM1315,Dinaciclib/SCH727965,0.68192,-0.49634,0.011288
SUM1315,Cisplatin,0.24649,0.43039,3.7872
SUM1315,Doxorubicin,0.38064,0.034676,0.03119
SUM1315,Paclitaxel,0.54342,-0.018199,0.0046671
SUM1315,Topotecan,0.60542,-0.17199,0.060159
SUM1315,Etoposide,0.27531,0.25766999999999995,1.3663
SUM1315,Dasatinib,0.68781,-0.09482,0.021488
SUM1315,Trametinib/GSK1120212,0.36245,0.20676,0.023431
SUM1315,Saracatinib/AZD0530,0.22614,0.15646,1.6889
SUM1315,ABT-737,0.066887,0.41599,8.3137
SUM1315,Vorinostat,0.11978,-0.0055973,2.8080000000000003
SUM1315,Luminespib/NVP-AUY922,0.5138199999999999,0.065347,0.0054407
SUM1315,A-1210477,-0.022417,0.7427,inf
SUM1315,Olaparib/AZD2281,0.22146,0.15552,2.6619
SUM1315,Bleomycin,0.28151,0.40655,1.0903
SUM1315,Ipatasertib/GDC0068,0.12132,0.61598,40.1716
SUM1315,Alpelisib/BYL719,0.10925,0.43112,7.6508
SUM1315,Taselisib/GDC0032,0.36568,0.14923,0.76253
SUM1315,TGX221,0.12791,0.71816,inf
SUM1315,Torin2,0.4584,-0.011154,0.016903
SUM1315,Everolimus,0.43789,0.43331,inf
SUM1315,INK128/MLN0128,0.61735,0.083691,0.007129000000000002
SUM1315,PF-4708671,0.097584,0.59221,inf
SUM1315,Buparlisib/NVP-BKM120,0.36856,-0.22506,0.54697
SUM1315,Pictilisib/GDC0941,0.34654,0.21985,0.66628
SUM1315,Ceritinib/LDK378,0.40244,-0.7360399999999999,0.71845
SUM1315,Neratinib/HKI272,0.34765,0.16737,0.10197
SUM1315,Tivantinib/ARQ197,0.36649,-0.23778,0.5462100000000001
SUM1315,Cediranib/AZD2171,0.22547,-0.084801,1.6071
SUM1315,Cabozantinib,0.10133,0.13455,4.6081
SUM159,Abemaciclib/LY2835219,0.4578100000000001,-0.39669,0.27549
SUM159,Palbociclib/PD0332991,0.20234,0.3835,1.0457
SUM159,AZD7762,0.26137,-0.092834,0.85259
SUM159,Volasertib/BI6727,0.36007,0.12514,0.025303
SUM159,Dinaciclib/SCH727965,0.44944,-0.058778,0.017169
SUM159,Cisplatin,0.11034,0.20683,5.3289
SUM159,Doxorubicin,0.57932,-0.22506,0.020934
SUM159,Paclitaxel,0.60113,-0.086521,0.005045
SUM159,Topotecan,0.76753,-0.23847,0.01973
SUM159,Etoposide,0.36467,-0.12199000000000003,0.448
SUM159,Dasatinib,0.18554,0.5617300000000001,inf
SUM159,Trametinib/GSK1120212,0.46662,0.27299,0.0053173000000000005
SUM159,Saracatinib/AZD0530,0.07496,0.5542699999999999,13.5118
SUM159,ABT-737,0.02421,0.67574,14.1082
SUM159,Vorinostat,0.18303,0.12117,1.9593
SUM159,Luminespib/NVP-AUY922,0.56419,-0.026102,0.0062506
SUM159,A-1210477,0.00038548,0.7769699999999999,15.2073
SUM159,Olaparib/AZD2281,0.036426,0.71882,18.1468
SUM159,Bleomycin,0.39752,-0.013537,0.32893
SUM159,Ipatasertib/GDC0068,0.11585,0.48222,8.7963
SUM159,Alpelisib/BYL719,0.14383,0.27738,4.1663
SUM159,Taselisib/GDC0032,0.59053,0.08791,0.024244
SUM159,TGX221,-0.0085509,0.98895,inf
SUM159,Torin2,0.41739,0.10143,0.014141
SUM159,Everolimus,0.32447,0.67928,inf
SUM159,INK128/MLN0128,0.48743,0.14434,0.018237
SUM159,PF-4708671,0.032506,0.73217,22.0171
SUM159,Buparlisib/NVP-BKM120,0.22445,-0.17044,1.5782
SUM159,Pictilisib/GDC0941,0.24325,0.091459,1.2155
SUM159,Ceritinib/LDK378,0.25427,-0.35258,1.5672
SUM159,Neratinib/HKI272,0.16236,0.32811,0.9694
SUM159,Tivantinib/ARQ197,0.38261,-0.15885,0.39322
SUM159,Cediranib/AZD2171,0.049359,0.31445,8.0882
SUM159,Cabozantinib,0.08611,0.18246,5.8555
BT20,AZD1775,0.174781107,-0.546701564,2.100100506
BT549,AZD1775,0.385219535,-0.350953096,0.452441517
HCC1806,AZD1775,0.81037872,-0.45087622899999996,0.01373212
HCC1954,AZD1775,0.27588432,-0.251625158,1.553314911
HCC70,AZD1775,1.021973829,-0.555714764,0.000746137
MCF10A,AZD1775,0.080793315,0.117681967,6.347605464
MDAMB231,AZD1775,0.57795863,-0.234222066,0.06692377
BT20,AZD2014,0.48638107799999997,0.141564994,0.144606954
BT549,AZD2014,0.481805594,0.092974349,0.178826762
HCC1806,AZD2014,0.346174553,0.40778899700000004,1.889163824
HCC1954,AZD2014,0.555373364,0.100250541,0.05990873
HCC70,AZD2014,0.759983187,0.08200286,0.00013339
MCF10A,AZD2014,0.395327041,0.180334668,0.51077416
MDAMB231,AZD2014,0.394488055,0.250750033,0.680843947
BT20,AZD5363,0.299580984,0.216400452,1.898519215
BT549,AZD5363,0.200836916,0.576848215,74.52708815
HCC1806,AZD5363,0.073262911,0.778647,inf
HCC1954,AZD5363,0.218157113,0.298726509,3.515677637
HCC70,AZD5363,0.630615219,-0.162946265,0.025017237
MCF10A,AZD5363,0.027051966,0.797099583,41.4691693
MDAMB231,AZD5363,-0.025348197000000003,1.051537825,inf
BT20,AZD6738,-0.050220427000000005,0.243046745,8.202364061
BT549,AZD6738,0.062109594000000004,-0.000216498,4.513775615
HCC1806,AZD6738,0.296544336,-0.267769947,1.162322347
HCC1954,AZD6738,-0.027299824,0.24332557100000002,6.223810437
HCC70,AZD6738,0.24734244100000002,-0.294742112,2.079969974
MCF10A,AZD6738,0.032381672,0.45386145299999997,9.031272029
MDAMB231,AZD6738,-0.023009537000000004,0.387216634,7.929097674
BT20,BJP-6-5-3,-0.018143698,1.0117553879999999,inf
BT549,BJP-6-5-3,-0.004830597,0.988631692,inf
HCC1806,BJP-6-5-3,-0.007415319,0.967060723,inf
HCC1954,BJP-6-5-3,-0.024526495,0.9652063340000001,inf
HCC70,BJP-6-5-3,-0.039333304,1.02316893,inf
MCF10A,BJP-6-5-3,-0.010631884,1.004089719,inf
MDAMB231,BJP-6-5-3,0.0032734120000000003,0.9029653609999999,15.20383922
BT20,BMS-265246,0.840378576,-0.108653805,0.002039936
BT549,BMS-265246,0.895247783,-0.112531491,0.001285285
HCC1806,BMS-265246,0.44179526399999997,0.093989479,0.314040187
HCC1954,BMS-265246,0.803654428,-0.017291245,0.000740624
HCC70,BMS-265246,0.873737566,-0.13270164,0.003875593
MCF10A,BMS-265246,0.389263042,0.08102106099999999,0.499840704
MDAMB231,BMS-265246,0.328000538,0.23253896,1.243760124
BT20,BSJ-01-175,0.754903288,-0.551766433,0.040534948
BT549,BSJ-01-175,0.405586448,-0.556181963,0.847188972
HCC1806,BSJ-01-175,0.672122908,-0.6588012129999999,0.094350009
HCC1954,BSJ-01-175,0.607436851,-0.5966615510000001,0.121234038
HCC70,BSJ-01-175,0.971029202,-0.7676732940000001,0.021648285
MCF10A,BSJ-01-175,0.289135307,-0.334010305,1.424120442
MDAMB231,BSJ-01-175,0.978606955,-0.694256402,0.011683705
BT20,BSJ-03-123,0.42285490600000003,-0.0038452559999999996,0.38735132
BT549,BSJ-03-123,0.10427092,0.060253344,6.471855415
HCC1806,BSJ-03-123,0.21263601899999998,-0.053203309000000004,2.500267086
HCC1954,BSJ-03-123,0.328390839,0.010912898,1.085833351
HCC70,BSJ-03-123,0.159777866,-0.38257955899999996,4.57053898
MCF10A,BSJ-03-123,0.320552637,-0.101653182,1.119523773
MDAMB231,BSJ-03-123,0.3486323,-0.181402256,0.766677539
BT20,BSJ-03-124,0.534899714,0.11716903599999999,0.06440158
BT549,BSJ-03-124,-0.0032918440000000004,0.9713742390000001,inf
HCC1806,BSJ-03-124,0.087436212,0.703800388,86.83291209
HCC1954,BSJ-03-124,0.223879222,0.48022881700000003,16.61196779
HCC70,BSJ-03-124,-0.066789821,1.093078715,inf
MCF10A,BSJ-03-124,0.165732511,0.469829065,12.51388388
MDAMB231,BSJ-03-124,0.293585492,0.18944178600000008,1.981196053
BT20,BVD523,0.12854252800000002,0.464492881,11.81003041
BT549,BVD523,0.102279601,0.5665398229999999,16.97282567
HCC1806,BVD523,0.029995712,0.7603338470000001,39.41312401
HCC1954,BVD523,0.23727470399999998,0.28095041800000004,3.182428849
HCC70,BVD523,0.29757232100000003,0.48880930899999997,1.940548776
MCF10A,BVD523,0.303414215,0.187021551,1.366961634
MDAMB231,BVD523,0.216843802,0.254564298,1.338058878
BT20,CFI-400945,1.070904627,-0.222411727,0.002687351
BT549,CFI-400945,0.781082895,0.078597764,0.003154523
HCC1806,CFI-400945,0.897408158,-0.052222516,0.003003114
HCC1954,CFI-400945,0.902582262,-0.078043975,0.004329938
HCC70,CFI-400945,1.038797885,-0.222121271,0.003518502
MCF10A,CFI-400945,0.8085060690000001,-0.039150082999999995,0.005772398
MDAMB231,CFI-400945,0.7432165009999999,0.107358245,0.003659233
BT20,E17,1.117572173,-0.511101656,0.004679528
BT549,E17,1.140511845,-0.41095001600000003,0.004116232
HCC1806,E17,1.199698537,-0.5998423629999999,0.003745677
HCC1954,E17,1.129494288,-0.41092052100000004,0.002804955
HCC70,E17,1.588337224,-0.7512221090000001,0.001700478
MCF10A,E17,0.960649777,-0.418836024,0.012288352
MDAMB231,E17,1.239587867,-0.281952922,0.000753652
BT20,FMF-03-145-1,1.196912227,-0.193819307,#NAME?
BT549,FMF-03-145-1,0.9055102140000001,0.011194871,#NAME?
HCC1806,FMF-03-145-1,1.009356277,-0.029510242000000002,#NAME?
HCC1954,FMF-03-145-1,1.062742262,-0.12347675699999999,#NAME?
HCC70,FMF-03-145-1,1.227406225,-0.238405253,#NAME?
MCF10A,FMF-03-145-1,0.992307527,0.011180145,#NAME?
MDAMB231,FMF-03-145-1,0.887634057,0.050787424000000005,#NAME?
BT20,FMF-03-146-1,0.025698195,0.97158571,inf
BT549,FMF-03-146-1,0.010961183999999999,0.854406362,13.93767524
HCC1806,FMF-03-146-1,0.020612148,0.941260015,inf
HCC1954,FMF-03-146-1,0.028106397,0.8208789329999999,13.0025842
HCC70,FMF-03-146-1,-0.018876827,0.929910921,inf
MCF10A,FMF-03-146-1,-0.001544431,0.994109887,inf
MDAMB231,FMF-03-146-1,0.024419261,0.8734761740000001,inf
BT20,FMF-04-107-2,0.52496665,-0.373697526,0.163070984
BT549,FMF-04-107-2,0.861506287,-0.30877293100000003,0.010974319
HCC1806,FMF-04-107-2,0.7284629140000001,-0.381806686,0.037381514
HCC1954,FMF-04-107-2,0.81981031,-0.322427713,0.009888166
HCC70,FMF-04-107-2,1.380769029,-0.688425343,0.002538552
