CellLine	DrugName	PrimaryTarget	Pathway	GR50	GRmax	GR_AOC	Death_AUC	Hill_GR	GEC50	GR_r2
MDAMB134	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.90746	-0.51461	0.38831	0.057574	0.74961	3.9293	0.88898
MDAMB134	TGX221	PI3Kb	PI3K/mTOR	Inf	0.85889	-0.038056	-0.0029404	0	Inf	0.38211
MDAMB134	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0051713	-0.94609	0.89345	0.21816	1.1423	0.01301	0.99597
MDAMB134	Everolimus	mTOR1	PI3K/mTOR	0.00017047	-0.24439	1.1669	0.1034	0.59476	0.00034979	0.96485
MDAMB134	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0033793	-0.88525	1.2003	0.25123	1.2527	0.007425	0.99747
MDAMB134	PF-4708671	p70S6K	PI3K/mTOR	11.8417	0.70919	-0.028699	-0.0026231	5	12.2595	0.80506
MDAMB134	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.15425	-0.82513	0.64323	0.1617	0.98327	0.45209	0.98862
MDAMB134	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.6892	-0.15157	0.17747	0.023225	0.96488	8.3966	0.94749
MDAMB134	Ceritinib/LDK378	ALK	RTK	0.13159	-0.99921	0.66539	0.17226	0.91731	0.43587	0.98922
MDAMB134	Neratinib/HKI272	EGFR/HER2	RTK	1.1559	-0.038778	0.080715	0.024073	3.1061	1.2211	0.98626
MDAMB134	Tivantinib/ARQ197	MET	RTK	0.15045	-0.67764	0.6505	0.17368	2.2582	0.21541	0.99657
MDAMB134	Cediranib/AZD2171	VEGFR/cKIT	RTK	4.2103	-0.99987	0.097737	0.097876	5	5.2449	0.99321
MDAMB134	Cabozantinib	VEGFR2/MET	RTK	10.9194	0.63616	-0.01673	-0.0063101	5	12.725	0.88168
MDAMB157	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1.7983	-0.60424	0.26865	0.066747	1.1925	4.518	0.93286
MDAMB157	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	0.97543	0.0019414	0.00098018	0	Inf	0.023059
MDAMB157	AZD7762	CHK1/2	Cell cycle	0.015418	-0.78584	0.98399	0.3122	0.82228	0.045445	0.98837
MDAMB157	Volasertib/BI6727	PLK	Cell cycle	0.0069232	-0.6644	0.8547	0.23248	4.1331	0.0084606	0.99754
MDAMB157	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.017724	-0.91063	0.76751	0.31951	3.8857	0.023072	0.99901
MDAMB157	Cisplatin	Chemo	Chemotherapy	5.2381	0.18847	0.11684	0.0071584	1.3335	8.7509	0.97923
MDAMB157	Doxorubicin	Chemo	Chemotherapy	0.0032329	-0.77664	0.96614	0.18845	0.95351	0.006701	0.93404
MDAMB157	Paclitaxel	Chemo	Chemotherapy	0.002046	-0.66996	0.94818	0.34871	1.9966	0.0029397	0.97064
MDAMB157	Topotecan	Topo I	Chemotherapy	0.0059504	-0.83334	1.0843	0.2143	0.6347	0.024255	0.91127
MDAMB157	Etoposide	Topo II	Chemotherapy	0.11187	-0.43401	0.60915	0.063855	1.5161	0.15792	0.98866
MDAMB157	Dasatinib	BCR/ABL	MAPK/nRTK	0.060542	0.068313	0.51815	0.061702	0.80868	0.044777	0.98717
MDAMB157	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.11147	0.40632	0.30101	0.022141	0.64347	0.009777	0.98841
MDAMB157	Saracatinib/AZD0530	SRC	MAPK/nRTK	5.2322	0.35481	0.16969	0.011948	0.45235	59.3534	0.96508
MDAMB157	ABT-737	Bcl2/XL	Misc	6.4038	0.20111	0.058168	0.029668	1.5309	13.1248	0.97403
MDAMB157	Vorinostat	HDAC	Misc	1.0981	-0.41303	0.29801	0.048903	1.0997	2.487	0.9968
MDAMB157	Luminespib/NVP-AUY922	HSP90	Misc	0.0041789	-0.048957	0.61459	0.067568	4.352	0.004258	0.99849
MDAMB157	A-1210477	Mcl-1	Misc	13.1155	0.78841	0.0063381	0.0017133	4.9648	12.9049	0.88212
MDAMB157	Olaparib/AZD2281	PARP	Misc	5.3864	0.15751	0.11494	0.0096844	1.2271	13.1864	0.97814
MDAMB157	Bleomycin	Radiation	Misc	1.2881	-0.28078	0.28097	0.051011	1.093	2.6193	0.99197
MDAMB157	Ipatasertib/GDC0068	AKT	PI3K/mTOR	16.8543	0.59559	0.081307	0.0021295	0.57827	112.0316	0.9146
MDAMB157	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	9.7515	0.49237	0.10413	0.011364	0.67753	11.4208	0.96993
MDAMB157	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1.3579	0.21141	0.3387	0.04097	0.2335	150.0406	0.92986
MDAMB157	TGX221	PI3Kb	PI3K/mTOR	Inf	0.82397	0.00061371	0.004334	1.2013	6.2128	0.76213
MDAMB157	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.034383	-0.21578	0.40964	0.036185	0.92334	0.05557	0.99647
MDAMB157	Everolimus	mTOR1	PI3K/mTOR	11.3532	0.48102	0.39404	0.0028455	0.12577	0.038427	0.93626
MDAMB157	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.031794	-0.033134	0.51406	0.019481	0.91512	0.034655	0.99803
MDAMB157	PF-4708671	p70S6K	PI3K/mTOR	3.8142	0.11039	0.1302	0.0023574	0.97014	10.2569	0.97748
MDAMB157	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.2833	-0.64106	0.30158	0.096752	1.2812	3.025	0.9961
MDAMB157	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.0533	0.18736	0.25829	0.022572	0.38014	36.9459	0.95358
MDAMB157	Ceritinib/LDK378	ALK	RTK	0.48405	-0.92637	0.46003	0.11377	0.94666	1.5449	0.97503
MDAMB157	Neratinib/HKI272	EGFR/HER2	RTK	0.79635	0.11714	0.19091	0.006202	0.71682	2.4082	0.99273
MDAMB157	Tivantinib/ARQ197	MET	RTK	0.77712	-0.4822	0.38841	0.1115	3.2233	0.95786	0.99861
MDAMB157	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.82468	-0.58452	0.34895	0.087648	0.8086	3.2088	0.96454
MDAMB157	Cabozantinib	VEGFR2/MET	RTK	2.7778	0.14903	0.21012	0.032613	0.53348	21.7804	0.97157
MDAMB361	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0053492	-0.34183	0.82791	0.033484	0.53714	0.0096902	0.8686
MDAMB361	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.019625	0.14812	0.48221	0.0065456	2.167	0.01672	0.99444
MDAMB361	AZD7762	CHK1/2	Cell cycle	0.0076402	-0.67526	1.0533	0.21161	2.0458	0.010426	0.97675
MDAMB361	Volasertib/BI6727	PLK	Cell cycle	0.0035439	-0.49719	0.82042	0.19213	4.6311	0.0040451	0.98886
MDAMB361	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.011817	-0.27478	0.6004	0.083623	5	0.013067	0.99187
MDAMB361	Cisplatin	Chemo	Chemotherapy	2.6294	-0.34977	0.18091	0.025308	2.1659	3.6196	0.98908
MDAMB361	Doxorubicin	Chemo	Chemotherapy	0.012289	-0.72241	0.91252	0.19003	2.1676	0.017167	0.96442
MDAMB361	Paclitaxel	Chemo	Chemotherapy	0.0031082	-0.60899	0.97376	0.25607	2.5508	0.0042111	0.9201
MDAMB361	Topotecan	Topo I	Chemotherapy	0.011361	-0.76223	1.1276	0.22388	1.9673	0.01715	0.98983
MDAMB361	Etoposide	Topo II	Chemotherapy	1.1915	-0.51727	0.34323	0.051261	1.6855	1.9175	0.9862
MDAMB361	Dasatinib	BCR/ABL	MAPK/nRTK	0.26737	0.080457	0.35128	0.025504	1.3524	0.20359	0.98324
MDAMB361	Trametinib/GSK1120212	MEK	MAPK/nRTK	1.0029	0.50213	0.21909	0.019389	0.4857	0.060413	0.90885
MDAMB361	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.42599	-0.17804	0.4058	0.032993	0.41941	5.848	0.98077
MDAMB361	ABT-737	Bcl2/XL	Misc	Inf	0.84406	-0.0066599	0.0093565	2.5452	4.5021	0.68512
MDAMB361	Vorinostat	HDAC	Misc	0.76224	-0.93916	0.46074	0.17614	2.2187	1.2401	0.99784
MDAMB361	Luminespib/NVP-AUY922	HSP90	Misc	0.0071417	-0.88554	0.9781	0.34551	4.9987	0.0087421	0.9995
MDAMB361	A-1210477	Mcl-1	Misc	Inf	0.98495	-0.0082992	0.0037131	0	Inf	-0.045307
MDAMB361	Olaparib/AZD2281	PARP	Misc	4.8624	0.094459	0.10379	0.0095319	1.2844	11.0203	0.97233
MDAMB361	Bleomycin	Radiation	Misc	0.75794	-0.26595	0.36068	0.042937	0.84176	1.9803	0.97757
MDAMB361	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.31325	-0.5798	0.45484	0.090488	0.74037	1.2042	0.98932
MDAMB361	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.22264	-0.79935	0.53225	0.11812	0.6802	1.1196	0.97671
MDAMB361	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0017737	-0.99018	1.4103	0.43293	0.62065	0.010237	0.9975
MDAMB361	TGX221	PI3Kb	PI3K/mTOR	13.225	0.79889	-0.033607	0.00061916	4.9995	13.1104	0.64936
MDAMB361	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0050713	-0.96419	0.86886	0.25613	0.99111	0.014575	0.99687
MDAMB361	Everolimus	mTOR1	PI3K/mTOR	0.00027478	0.057438	0.84965	0.050239	0.79785	0.00019313	0.7172
MDAMB361	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0036192	-0.84565	1.0956	0.27787	1.1991	0.0074773	0.98876
MDAMB361	PF-4708671	p70S6K	PI3K/mTOR	7.2299	0.1918	0.068392	0.0065534	2.1808	11.9649	0.98055
MDAMB361	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.21797	-0.95838	0.61139	0.17626	0.97085	0.67584	0.99384
MDAMB361	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.079201	-0.93749	0.71609	0.16191	0.62911	0.45409	0.98391
MDAMB361	Ceritinib/LDK378	ALK	RTK	0.26636	-0.99096	0.54616	0.1443	0.82629	1.0067	0.97236
MDAMB361	Neratinib/HKI272	EGFR/HER2	RTK	0.15196	-0.52766	0.42458	0.077208	0.56264	1.0709	0.91404
MDAMB361	Tivantinib/ARQ197	MET	RTK	0.34234	-0.60601	0.5161	0.1344	1.7286	0.54407	0.99764
MDAMB361	Cediranib/AZD2171	VEGFR/cKIT	RTK	2.2171	-0.9803	0.28954	0.10395	2.2939	3.5791	0.96048
MDAMB361	Cabozantinib	VEGFR2/MET	RTK	Inf	0.66237	0.062765	-0.00027695	4.9832	4.0443	0.74358
MDAMB436	Abemaciclib/LY2835219	CDK4/6	Cell cycle	2.1015	-0.33313	0.18967	0.046448	1.1593	5.3251	0.99054
MDAMB436	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	1.05	-0.034315	-0.00017336	0	Inf	-9.0203
MDAMB436	AZD7762	CHK1/2	Cell cycle	0.039886	-0.28089	0.65657	0.094903	1.4724	0.049236	0.98291
MDAMB436	Volasertib/BI6727	PLK	Cell cycle	0.0051788	-0.17921	0.66159	0.10341	3.6059	0.0056092	0.99947
MDAMB436	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.014324	-0.14395	0.49025	0.023511	4.8527	0.014993	0.99777
MDAMB436	Cisplatin	Chemo	Chemotherapy	0.4173	-0.020351	0.36055	0.036514	1.2366	0.44452	0.99287
MDAMB436	Doxorubicin	Chemo	Chemotherapy	0.0076138	-0.12881	0.70606	0.061082	1.3442	0.0088093	0.99253
MDAMB436	Paclitaxel	Chemo	Chemotherapy	0.0037097	-0.2183	0.7083	0.15304	3.2043	0.0040962	0.99739
MDAMB436	Topotecan	Topo I	Chemotherapy	0.0059389	-0.13984	0.87683	0.085469	1.016	0.0074925	0.99666
MDAMB436	Etoposide	Topo II	Chemotherapy	0.26013	-0.15713	0.43475	0.045369	0.90141	0.38084	0.99169
MDAMB436	Dasatinib	BCR/ABL	MAPK/nRTK	Inf	0.6528	0.10224	0.009846	0	Inf	0.40773
MDAMB436	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.55716	0.182	0.0014803	1.0351	0.021252	0.93697
MDAMB436	Saracatinib/AZD0530	SRC	MAPK/nRTK	37.3252	0.72358	0.038489	0.0048062	0.72626	42.6009	0.88237
MDAMB436	ABT-737	Bcl2/XL	Misc	26.1321	0.81543	0.0064122	0.0038074	1.3541	40.6846	0.74833
MDAMB436	Vorinostat	HDAC	Misc	2.6793	0.033048	0.16321	0.03005	1.6566	2.98	0.99632
MDAMB436	Luminespib/NVP-AUY922	HSP90	Misc	0.0039107	-0.049231	0.63264	0.039298	3.6046	0.004027	0.999
MDAMB436	A-1210477	Mcl-1	Misc	Inf	0.87279	0.014044	0.00095302	0	Inf	0.42977
MDAMB436	Olaparib/AZD2281	PARP	Misc	1.536	0.23832	0.30498	0.029581	0.31317	51.2767	0.98251
MDAMB436	Bleomycin	Radiation	Misc	0.85488	-0.11982	0.3092	0.048359	0.91947	1.4366	0.98079
MDAMB436	Ipatasertib/GDC0068	AKT	PI3K/mTOR	25.8679	0.61109	0.10378	0.011595	0.40725	383.9431	0.92516
MDAMB436	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	36.7582	0.7252	0.055215	0.0073091	0.60264	226.7201	0.84658
MDAMB436	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	4.6563	0.24308	0.17355	0.01433	0.63545	26.2348	0.92245
MDAMB436	TGX221	PI3Kb	PI3K/mTOR	22.0461	0.72211	0.0019402	0.0047903	1.3022	18.6589	0.84405
MDAMB436	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.041679	0.1227	0.339	0.030541	0.68587	0.029409	0.97813
MDAMB436	Everolimus	mTOR1	PI3K/mTOR	Inf	0.61481	0.31444	0.016941	0.75429	0.00065027	0.85083
MDAMB436	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.024105	0.21112	0.42947	0.024978	1.0988	0.010706	0.97335
MDAMB436	PF-4708671	p70S6K	PI3K/mTOR	4.7528	0.19375	0.091844	0.0048216	1.3212	6.5976	0.98815
MDAMB436	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1.1815	-0.28661	0.29251	0.057791	1.6196	1.6556	0.99244
MDAMB436	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	5.2741	0.28502	0.13278	0.012367	0.77668	21.6999	0.98441
MDAMB436	Ceritinib/LDK378	ALK	RTK	0.49893	-0.69736	0.41685	0.10064	0.96671	1.4927	0.99602
MDAMB436	Neratinib/HKI272	EGFR/HER2	RTK	0.71562	0.016236	0.18793	0.016169	0.86258	1.6615	0.98931
MDAMB436	Tivantinib/ARQ197	MET	RTK	0.3675	-0.27114	0.42154	0.089743	2.222	0.44342	0.99833
MDAMB436	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.6098	-0.38242	0.16097	0.044577	1.8229	6.595	0.98039
MDAMB436	Cabozantinib	VEGFR2/MET	RTK	6.5187	0.08623	0.05915	0.014886	2.1788	10.7014	0.98785
MDAMB453	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0057723	-0.76468	0.84951	0.15264	0.27253	0.32512	0.73985
MDAMB453	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.042838	0.041616	0.44019	0.076976	1.2886	0.039852	0.99219
MDAMB453	AZD7762	CHK1/2	Cell cycle	0.011509	-0.21574	0.85636	0.14049	1.6714	0.014102	0.99393
MDAMB453	Volasertib/BI6727	PLK	Cell cycle	0.0071952	-0.20129	0.53499	0.11913	2.7557	0.0074665	0.98353
MDAMB453	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.011359	-0.25689	0.58069	0.13584	3.4728	0.012824	0.99835
MDAMB453	Cisplatin	Chemo	Chemotherapy	3.4106	0.13277	0.093797	-0.0013249	3.0256	3.151	0.9887
MDAMB453	Doxorubicin	Chemo	Chemotherapy	0.0058313	-0.34763	0.79149	0.18047	1.751	0.0071438	0.98132
MDAMB453	Paclitaxel	Chemo	Chemotherapy	0.002374	0.035564	0.66738	0.16827	1.262	0.0023576	0.81734
MDAMB453	Topotecan	Topo I	Chemotherapy	0.0066897	-0.52894	0.9258	0.16039	1.0131	0.010358	0.92364
MDAMB453	Etoposide	Topo II	Chemotherapy	0.38265	-0.060116	0.36576	0.041812	1.5864	0.41689	0.99692
MDAMB453	Dasatinib	BCR/ABL	MAPK/nRTK	11.2977	0.54857	0.077591	0.022894	1.2179	27.8439	0.76835
MDAMB453	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.034423	0.048887	0.3253	0.054196	1.5373	0.031553	0.98454
MDAMB453	Saracatinib/AZD0530	SRC	MAPK/nRTK	8.3734	0.3925	0.063448	0.027271	1.5016	17.4019	0.95549
MDAMB453	ABT-737	Bcl2/XL	Misc	5.9702	0.15159	0.022661	0.037692	4.9881	5.7097	0.9783
MDAMB453	Vorinostat	HDAC	Misc	0.9215	-0.60763	0.32908	0.14214	3.3225	1.1628	0.99512
MDAMB453	Luminespib/NVP-AUY922	HSP90	Misc	0.0032643	-0.49953	0.88025	0.27343	2.6468	0.0042685	0.99671
MDAMB453	A-1210477	Mcl-1	Misc	Inf	0.93302	-0.03642	0.015667	0	Inf	-0.33803
MDAMB453	Olaparib/AZD2281	PARP	Misc	1.6695	-0.035766	0.24143	0.028367	0.79889	4.3612	0.99257
MDAMB453	Bleomycin	Radiation	Misc	1.3087	0.015352	0.21236	0.02585	1.2776	1.4452	0.99022
MDAMB453	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.53911	-0.1551	0.31438	0.075339	1.309	0.65666	0.98992
MDAMB453	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.53182	-0.30683	0.35319	0.086105	0.71326	1.648	0.979
MDAMB453	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0034639	-0.63465	1.0079	0.24034	0.81989	0.0064512	0.90769
MDAMB453	TGX221	PI3Kb	PI3K/mTOR	15.3342	0.82809	-0.028063	0.017686	4.9457	12.4514	0.62788
MDAMB453	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0083807	-0.81411	0.69341	0.22494	0.90835	0.023455	0.98046
MDAMB453	Everolimus	mTOR1	PI3K/mTOR	Inf	0.030884	0.88788	0.11694	0	Inf	0.43273
MDAMB453	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.009907	-0.46838	0.76311	0.19138	1.647	0.01349	0.98649
MDAMB453	PF-4708671	p70S6K	PI3K/mTOR	4.291	0.048242	0.041751	0.029383	4.9998	4.2285	0.98022
MDAMB453	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.69073	-0.60726	0.34421	0.11242	1.2215	1.4247	0.9883
MDAMB453	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.45409	-0.37362	0.39237	0.099927	0.73548	1.4609	0.99053
MDAMB453	Ceritinib/LDK378	ALK	RTK	0.36617	-0.68659	0.48402	0.15767	1.1705	0.84209	0.99139
MDAMB453	Neratinib/HKI272	EGFR/HER2	RTK	0.036055	-0.32161	0.55321	0.1255	0.45622	0.2347	0.98118
MDAMB453	Tivantinib/ARQ197	MET	RTK	0.20059	-0.071907	0.41821	0.10172	2.2407	0.20744	0.99393
MDAMB453	Cediranib/AZD2171	VEGFR/cKIT	RTK	2.7824	-0.68936	0.15686	0.076753	3.0858	3.7659	0.99464
MDAMB453	Cabozantinib	VEGFR2/MET	RTK	9.0899	0.46452	-0.0044588	0.02083	4.5355	6.5788	0.94161
MDAMB468	Abemaciclib/LY2835219	CDK4/6	Cell cycle	2.3386	-0.28808	0.17664	0.068094	1.563	3.8065	0.9935
MDAMB468	Palbociclib/PD0332991	CDK4/6	Cell cycle	Inf	1.0457	-0.021427	0.0004732	0	Inf	-0.58792
MDAMB468	AZD7762	CHK1/2	Cell cycle	0.28495	-0.58601	0.49322	0.21285	1.0622	0.63742	0.99549
MDAMB468	Volasertib/BI6727	PLK	Cell cycle	0.002104	-0.44846	0.92785	0.39341	2.9173	0.0026072	0.99938
MDAMB468	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.015576	-0.41308	0.56812	0.18427	2.884	0.018635	0.99641
MDAMB468	Cisplatin	Chemo	Chemotherapy	1.2638	-0.28664	0.28722	0.097727	1.4057	1.9559	0.99503
MDAMB468	Doxorubicin	Chemo	Chemotherapy	0.0054214	-0.33922	0.91212	0.31911	2.4137	0.0067542	0.99424
MDAMB468	Paclitaxel	Chemo	Chemotherapy	0.001354	-0.52178	1.0076	0.52434	1.2795	0.0023644	0.95471
MDAMB468	Topotecan	Topo I	Chemotherapy	0.015779	-0.65766	1.0692	0.44636	2.1036	0.023029	0.99528
MDAMB468	Etoposide	Topo II	Chemotherapy	0.48754	-0.51322	0.42909	0.16437	1.8475	0.69756	0.99577
MDAMB468	Dasatinib	BCR/ABL	MAPK/nRTK	4.4311	0.33927	0.14465	0.045797	0.7091	5.6436	0.97277
MDAMB468	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.4421	0.40751	0.2132	0.02546	0.45916	0.27448	0.99227
MDAMB468	Saracatinib/AZD0530	SRC	MAPK/nRTK	4.9591	0.17779	0.13881	0.050804	0.98106	15.1962	0.9691
MDAMB468	ABT-737	Bcl2/XL	Misc	6.0269	0.14203	0.086012	0.0547	1.5887	12.0342	0.98897
MDAMB468	Vorinostat	HDAC	Misc	1.5734	-0.11914	0.21718	0.060804	1.984	1.8053	0.99971
MDAMB468	Luminespib/NVP-AUY922	HSP90	Misc	0.0048347	-0.17378	0.64776	0.15628	4.7025	0.0051177	0.99878
MDAMB468	A-1210477	Mcl-1	Misc	Inf	0.92994	0.020627	0.0056838	0.38977	963.6809	0.60314
MDAMB468	Olaparib/AZD2281	PARP	Misc	7.9202	0.34083	0.057632	0.017902	1.6505	15.4105	0.98176
MDAMB468	Bleomycin	Radiation	Misc	0.82322	-0.21031	0.32456	0.10499	0.87329	1.7869	0.99409
MDAMB468	Ipatasertib/GDC0068	AKT	PI3K/mTOR	2.3697	0.30912	0.22293	0.026648	0.57019	1.4742	0.96355
MDAMB468	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	15.9683	0.71419	0.031414	0.0171	1.4955	33.2195	0.92719
MDAMB468	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	2.3526	0.0045971	0.21701	0.073612	0.69602	11.4039	0.97997
MDAMB468	TGX221	PI3Kb	PI3K/mTOR	Inf	0.72303	0.10318	0.03426	0.52636	0.7426	0.94963
MDAMB468	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.016032	-0.041499	0.43706	0.10097	0.94818	0.015849	0.98843
MDAMB468	Everolimus	mTOR1	PI3K/mTOR	Inf	0.52753	0.42877	0.074345	0.20178	1.1048e-05	0.70612
MDAMB468	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.023529	0.05725	0.50249	0.10376	1.2151	0.020647	0.99651
MDAMB468	PF-4708671	p70S6K	PI3K/mTOR	4.1732	0.081287	0.11763	0.0093548	1.1782	8.8804	0.99743
MDAMB468	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.83168	-0.51569	0.35732	0.20096	2.1267	1.1738	0.99824
MDAMB468	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	2.3306	-0.061334	0.20536	0.077607	0.79586	9.2675	0.99096
MDAMB468	Ceritinib/LDK378	ALK	RTK	0.76749	-0.74153	0.40504	0.17297	1.6622	1.3833	0.99574
MDAMB468	Neratinib/HKI272	EGFR/HER2	RTK	0.15781	-0.38246	0.38611	0.15132	0.83033	0.41607	0.99579
MDAMB468	Tivantinib/ARQ197	MET	RTK	0.30706	-0.45486	0.49029	0.23406	2.9835	0.37002	0.99499
MDAMB468	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.9154	-0.70833	0.16488	0.097042	3.0423	5.6183	0.9962
MDAMB468	Cabozantinib	VEGFR2/MET	RTK	8.9681	0.42328	0.044129	0.011478	1.7711	16.6732	0.9812
CAL51	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.11268	-0.46367	0.57764	0.089018	0.41359	1.605	0.97536
CAL51	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.37241	0.36071	0.2498	-0.021481	0.83528	0.084749	0.99265
CAL51	AZD7762	CHK1/2	Cell cycle	0.044603	-0.51857	0.71508	0.26306	1.2331	0.070405	0.98322
CAL51	Volasertib/BI6727	PLK	Cell cycle	0.0059136	-0.33715	0.67874	0.24112	3.0715	0.0068268	0.99697
CAL51	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.014709	-0.35853	0.59848	0.23743	3.5319	0.017105	0.99939
CAL51	Cisplatin	Chemo	Chemotherapy	2.0989	-0.032868	0.21448	0.032179	0.90697	4.8677	0.9969
CAL51	Doxorubicin	Chemo	Chemotherapy	0.0085841	-0.48034	0.79543	0.23467	1.0881	0.014188	0.98761
CAL51	Paclitaxel	Chemo	Chemotherapy	0.004167	-0.21996	0.66941	0.1963	1.3689	0.0053072	0.99639
CAL51	Topotecan	Topo I	Chemotherapy	0.019146	-0.53029	0.85577	0.27453	1.1807	0.031097	0.97872
CAL51	Etoposide	Topo II	Chemotherapy	0.24029	-0.20969	0.46687	0.070725	1.1885	0.32971	0.99772
CAL51	Dasatinib	BCR/ABL	MAPK/nRTK	0.058089	0.098328	0.51607	0.16247	0.86697	0.042316	0.9975
CAL51	Trametinib/GSK1120212	MEK	MAPK/nRTK	Inf	0.70641	0.066176	0.012355	0.8944	0.19105	0.98439
CAL51	Saracatinib/AZD0530	SRC	MAPK/nRTK	1.8499	0.25816	0.2271	0.054724	0.68099	1.6055	0.99804
CAL51	ABT-737	Bcl2/XL	Misc	30.4739	0.87561	0.012525	0.0091186	1.7501	30.7264	0.93007
CAL51	Vorinostat	HDAC	Misc	1.8294	-0.050623	0.18617	0.033716	1.451	2.2081	0.98967
CAL51	Luminespib/NVP-AUY922	HSP90	Misc	0.0063934	-0.33856	0.70426	0.27844	3.005	0.0075437	0.9995
CAL51	A-1210477	Mcl-1	Misc	Inf	0.99193	0.0073065	0.00042283	0	Inf	0.00046652
CAL51	Olaparib/AZD2281	PARP	Misc	7.1917	0.3596	0.1163	0.007271	0.82138	27.3972	0.94373
CAL51	Bleomycin	Radiation	Misc	0.1694	-0.13443	0.48554	0.047891	0.84898	0.24736	0.9994
CAL51	Ipatasertib/GDC0068	AKT	PI3K/mTOR	2.978	0.38661	0.22376	0.022629	0.58981	0.68363	0.98798
CAL51	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	6.1028	0.34359	0.14903	0.019016	0.5874	39.608	0.96055
CAL51	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.13353	-0.41287	0.54598	0.17213	0.41057	1.9394	0.97937
CAL51	TGX221	PI3Kb	PI3K/mTOR	Inf	0.91046	-0.0094376	0.00026403	0	Inf	0.56048
CAL51	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.017867	-0.15195	0.45616	0.10293	0.86863	0.02383	0.99351
CAL51	Everolimus	mTOR1	PI3K/mTOR	Inf	0.54774	0.43187	0.032598	1.002	0.00038398	0.74949
CAL51	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.014971	0.052901	0.55319	0.10097	0.96626	0.012822	0.99761
CAL51	PF-4708671	p70S6K	PI3K/mTOR	37.1287	0.73371	0.0491	0.0021942	0.60828	225.4809	0.97513
