CellLine	DrugName	PrimaryTarget	Pathway	Conc	GRvalue	IncreasedFracDead
HCC1419	Doxorubicin	Chemo	Chemotherapy	0.031623	0.29294	0.012878
HCC1419	Doxorubicin	Chemo	Chemotherapy	0.1	0.15159	0.0027062
HCC1419	Doxorubicin	Chemo	Chemotherapy	0.31623	0.11637	-0.0084893
HCC1419	Doxorubicin	Chemo	Chemotherapy	1	-0.018218	0.10414
HCC1419	Doxorubicin	Chemo	Chemotherapy	3.1623	-0.46629	0.30483
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.0001	0.85863	0.022969
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.00031623	1.0374	0.005848
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.001	0.96106	0.016615
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.0031623	0.71087	0.096655
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.01	0.31626	0.14215
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.031623	0.22603	0.15381
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.1	0.20404	0.15108
HCC1419	Paclitaxel	Chemo	Chemotherapy	0.31623	0.2475	0.13735
HCC1419	Paclitaxel	Chemo	Chemotherapy	1	0.21425	0.15616
HCC1419	Topotecan	Topo I	Chemotherapy	0.0010833	0.87294	-0.0052375
HCC1419	Topotecan	Topo I	Chemotherapy	0.0033333	0.69476	-0.0074326
HCC1419	Topotecan	Topo I	Chemotherapy	0.01	0.25284	0.024865
HCC1419	Topotecan	Topo I	Chemotherapy	0.031667	0.10022	0.0097155
HCC1419	Topotecan	Topo I	Chemotherapy	0.1	0.068486	0.019933
HCC1419	Topotecan	Topo I	Chemotherapy	0.31623	-0.0050511	0.0058098
HCC1419	Topotecan	Topo I	Chemotherapy	1	-0.43277	0.31678
HCC1419	Topotecan	Topo I	Chemotherapy	3.1623	-0.60588	0.5046
HCC1419	Topotecan	Topo I	Chemotherapy	10	-0.7857	0.67086
HCC1419	Etoposide	Topo II	Chemotherapy	0.0010833	0.97141	-0.0034768
HCC1419	Etoposide	Topo II	Chemotherapy	0.0033333	0.88661	-0.0024277
HCC1419	Etoposide	Topo II	Chemotherapy	0.01	0.83514	0.0042377
HCC1419	Etoposide	Topo II	Chemotherapy	0.031667	0.98403	0.00047416
HCC1419	Etoposide	Topo II	Chemotherapy	0.1	0.92488	-0.0036551
HCC1419	Etoposide	Topo II	Chemotherapy	0.31623	0.85177	-0.004932
HCC1419	Etoposide	Topo II	Chemotherapy	1	0.35027	0.020624
HCC1419	Etoposide	Topo II	Chemotherapy	3.1623	0.11956	0.0087036
HCC1419	Etoposide	Topo II	Chemotherapy	10	0.0317	0.011245
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.001	1.1691	-0.003484
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.0031623	1.0029	0.00036058
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.01	1.0049	0.0013392
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.031623	0.90834	0.0087471
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.1	0.81282	0.0025431
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	0.31623	0.74657	0.0053231
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	1	0.46601	0.011931
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	3.1623	0.080391	0.025757
HCC1419	Dasatinib	BCR/ABL	MAPK/nRTK	10	-0.19618	0.12215
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0001	1.0284	0.00056383
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.00031623	1.0727	-0.0030362
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.001	1.015	-0.0031974
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.0031623	0.8427	-0.0014396
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.01	0.73077	-0.0016758
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.031623	0.45705	-0.0099235
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.1	0.44088	-0.005103
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	0.31623	0.43675	-0.0064738
HCC1419	Trametinib/GSK1120212	MEK	MAPK/nRTK	1	0.42592	0.0026593
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.001	1.1647	-0.0035814
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.0031623	1.0841	-0.0065962
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.01	1.0401	0.0010997
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.031623	1.0099	-0.0043181
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.1	0.82662	-0.0011151
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	0.31623	0.74589	-0.0071769
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	1	0.42775	0.0026277
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	3.1623	0.22573	0.0096918
HCC1419	Saracatinib/AZD0530	SRC	MAPK/nRTK	10	-0.11463	0.12436
HCC1419	ABT-737	Bcl2/XL	Misc	0.001	0.98861	0.0034552
HCC1419	ABT-737	Bcl2/XL	Misc	0.0031623	1.1602	0.0027535
HCC1419	ABT-737	Bcl2/XL	Misc	0.01	1.0442	-0.0012725
HCC1419	ABT-737	Bcl2/XL	Misc	0.031623	1.1001	0.001232
HCC1419	ABT-737	Bcl2/XL	Misc	0.1	1.0446	0.0054519
HCC1419	ABT-737	Bcl2/XL	Misc	0.31623	1.1278	0.00015636
HCC1419	ABT-737	Bcl2/XL	Misc	1	0.99666	0.014524
HCC1419	ABT-737	Bcl2/XL	Misc	3.1623	1.0168	0.023769
HCC1419	ABT-737	Bcl2/XL	Misc	10	0.47154	0.096788
HCC1419	Vorinostat	HDAC	Misc	0.001	1.0952	-0.0026493
HCC1419	Vorinostat	HDAC	Misc	0.0031623	1.0589	-0.0033368
HCC1419	Vorinostat	HDAC	Misc	0.01	0.99127	-0.0048922
HCC1419	Vorinostat	HDAC	Misc	0.031623	1.0746	-0.00095882
HCC1419	Vorinostat	HDAC	Misc	0.1	1.0756	-0.0011066
HCC1419	Vorinostat	HDAC	Misc	0.31623	1.3152	-0.0020981
HCC1419	Vorinostat	HDAC	Misc	1	0.76746	0.011562
HCC1419	Vorinostat	HDAC	Misc	3.1623	0.1105	0.048353
HCC1419	Vorinostat	HDAC	Misc	10	-0.25574	0.32155
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.0001	1.0532	0.0043129
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.00031623	1.0991	0.0081373
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.001	1.0756	0.0013527
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.0031623	0.83727	0.0015868
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.01	0.26862	0.037522
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.031623	-0.21028	0.31908
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.1	-0.2807	0.34495
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	0.31623	-0.29676	0.34833
HCC1419	Luminespib/NVP-AUY922	HSP90	Misc	1	-0.29503	0.35536
HCC1419	A-1210477	Mcl-1	Misc	0.001	1.0336	0.00044867
HCC1419	A-1210477	Mcl-1	Misc	0.0031623	1.0073	0.0054994
HCC1419	A-1210477	Mcl-1	Misc	0.01	0.97142	-0.0023192
HCC1419	A-1210477	Mcl-1	Misc	0.031623	0.96501	0.0039223
HCC1419	A-1210477	Mcl-1	Misc	0.1	0.93459	-0.0061318
HCC1419	A-1210477	Mcl-1	Misc	0.31623	1.01	0.0052759
HCC1419	A-1210477	Mcl-1	Misc	1	0.94945	-0.0013993
HCC1419	A-1210477	Mcl-1	Misc	3.1623	0.96995	-0.0037196
HCC1419	A-1210477	Mcl-1	Misc	10	0.70811	0.014517
HCC1419	Olaparib/AZD2281	PARP	Misc	0.001	1.0278	-0.0051223
HCC1419	Olaparib/AZD2281	PARP	Misc	0.0031623	1.0061	-0.0039362
HCC1419	Olaparib/AZD2281	PARP	Misc	0.01	1.0905	0.0013101
HCC1419	Olaparib/AZD2281	PARP	Misc	0.031623	0.99487	0.00046787
HCC1419	Olaparib/AZD2281	PARP	Misc	0.1	1.0837	-0.0024218
HCC1419	Olaparib/AZD2281	PARP	Misc	0.31623	0.97501	0.0010713
HCC1419	Olaparib/AZD2281	PARP	Misc	1	0.99089	-0.0029198
HCC1419	Olaparib/AZD2281	PARP	Misc	3.1623	0.88495	0.00084433
HCC1419	Olaparib/AZD2281	PARP	Misc	10	0.63216	-0.0002995
HCC1419	Bleomycin	Radiation	Misc	0.0010833	0.91145	0.00030818
HCC1419	Bleomycin	Radiation	Misc	0.0033333	1.0766	-0.0015722
HCC1419	Bleomycin	Radiation	Misc	0.01	0.8164	-0.0037253
HCC1419	Bleomycin	Radiation	Misc	0.031667	1.0223	-0.0078508
HCC1419	Bleomycin	Radiation	Misc	0.1	1.162	-0.0033769
HCC1419	Bleomycin	Radiation	Misc	0.31623	0.80409	-0.0054993
HCC1419	Bleomycin	Radiation	Misc	1	0.8148	-0.0084564
HCC1419	Bleomycin	Radiation	Misc	3.1623	0.5469	0.012033
HCC1419	Bleomycin	Radiation	Misc	10	0.35452	0.016933
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.001	1.0159	0.0025811
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.0031623	1.0076	0.0035358
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.01	1.1535	-0.0029583
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.031623	1.0749	-0.0040904
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.1	1.0291	0.00074861
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	0.31623	0.89173	-0.0050527
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	1	0.70629	-0.001319
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	3.1623	0.6479	0.0046686
HCC1419	Ipatasertib/GDC0068	AKT	PI3K/mTOR	10	0.50512	0.0079137
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.001	0.77185	0.0057878
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.0031623	0.97714	-0.00072852
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.01	0.9634	0.0020177
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.031623	0.86618	-5.8723e-05
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.1	0.64684	0.0055817
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	0.31623	0.59732	0.011512
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	1	0.45106	0.014635
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	3.1623	0.2667	0.026268
HCC1419	Alpelisib/BYL719	PI3Ka	PI3K/mTOR	10	-0.0019905	0.075863
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.001	0.89024	0.0047848
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.0031623	0.67395	0.0077457
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.01	0.46583	0.018351
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.031623	0.19332	0.026399
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.1	0.059286	0.06717
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	0.31623	-0.057261	0.092696
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	1	-0.16595	0.14764
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	3.1623	-0.23006	0.1942
HCC1419	Taselisib/GDC0032	PI3Ka, g, d	PI3K/mTOR	10	-0.4046	0.29174
HCC1419	TGX221	PI3Kb	PI3K/mTOR	0.001	1.0854	-0.0011485
HCC1419	TGX221	PI3Kb	PI3K/mTOR	0.0031623	1.04	0.0016863
HCC1419	TGX221	PI3Kb	PI3K/mTOR	0.01	1.2305	-0.001954
HCC1419	TGX221	PI3Kb	PI3K/mTOR	0.031623	0.9913	0.0010768
HCC1419	TGX221	PI3Kb	PI3K/mTOR	0.1	1.1307	0.00031349
HCC1419	TGX221	PI3Kb	PI3K/mTOR	0.31623	0.99037	0.0017527
HCC1419	TGX221	PI3Kb	PI3K/mTOR	1	1.1222	-0.00052446
HCC1419	TGX221	PI3Kb	PI3K/mTOR	3.1623	0.94522	0.0015912
HCC1419	TGX221	PI3Kb	PI3K/mTOR	10	0.79408	-0.0012594
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0001	1.0589	0.0011652
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.00031623	0.91454	-0.0031204
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.001	0.86755	0.0064846
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.0031623	0.6358	0.008595
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.01	0.29641	0.021713
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.031623	0.025427	0.053111
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.1	-0.020152	0.10224
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	0.31623	-0.13455	0.13918
HCC1419	Torin2	mTOR/ATM/ATR	PI3K/mTOR	1	-0.37222	0.38672
HCC1419	Everolimus	mTOR1	PI3K/mTOR	0.001	0.39076	0.017123
HCC1419	Everolimus	mTOR1	PI3K/mTOR	0.0031623	0.26351	0.036069
HCC1419	Everolimus	mTOR1	PI3K/mTOR	0.01	0.30816	0.018271
HCC1419	Everolimus	mTOR1	PI3K/mTOR	0.031623	0.2834	0.026079
HCC1419	Everolimus	mTOR1	PI3K/mTOR	0.1	0.1993	0.022415
HCC1419	Everolimus	mTOR1	PI3K/mTOR	0.31623	0.35269	0.022276
HCC1419	Everolimus	mTOR1	PI3K/mTOR	1	0.29669	0.025281
HCC1419	Everolimus	mTOR1	PI3K/mTOR	3.1623	0.1803	0.025904
HCC1419	Everolimus	mTOR1	PI3K/mTOR	10	0.25477	0.030914
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.00031623	0.99275	-0.0040914
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.001	0.94963	0.002138
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.0031623	0.60623	0.0035007
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.01	0.22928	0.032501
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.031623	0.032681	0.063644
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.1	-0.13078	0.085794
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	0.31623	-0.087054	0.10687
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	1	-0.13087	0.10545
HCC1419	INK128/MLN0128	mTORC1/2	PI3K/mTOR	3.1623	-0.14717	0.14684
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	0.001	1.0451	0.00045575
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	0.0031623	0.98292	0.0020294
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	0.01	0.9644	-0.0021995
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	0.031623	1.0507	-0.0020682
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	0.1	1.0072	-0.00032403
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	0.31623	0.90799	-0.0039458
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	1	0.87399	-0.0084316
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	3.1623	0.62308	-0.0031108
HCC1419	PF-4708671	p70S6K	PI3K/mTOR	10	0.34882	0.00029342
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.001	1.0221	-0.00084278
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.0031623	0.94626	-0.00038728
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.01	0.94015	0.003823
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.031623	0.99215	-0.0061902
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.1	0.71821	0.0092963
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	0.31623	0.58168	0.0031843
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	1	0.23331	0.047712
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	3.1623	-0.27409	0.19026
HCC1419	Buparlisib/NVP-BKM120	pan PI3K	PI3K/mTOR	10	-0.49606	0.42351
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.001	0.9675	0.00063173
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.0031623	0.84512	0.0095434
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.01	0.84601	0.00050498
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.031623	0.78648	0.010842
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.1	0.59561	0.0079027
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	0.31623	0.40791	0.016913
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	1	0.13003	0.033902
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	3.1623	-0.083807	0.074411
HCC1419	Pictilisib/GDC0941	pan PI3K	PI3K/mTOR	10	-0.21031	0.15173
HCC1419	Ceritinib/LDK378	ALK	RTK	0.001	0.99976	-0.0029454
HCC1419	Ceritinib/LDK378	ALK	RTK	0.0031623	1.0655	-0.00042944
HCC1419	Ceritinib/LDK378	ALK	RTK	0.01	1.0243	-0.0061396
HCC1419	Ceritinib/LDK378	ALK	RTK	0.031623	1.043	-0.00083342
HCC1419	Ceritinib/LDK378	ALK	RTK	0.1	0.97532	-0.00063921
HCC1419	Ceritinib/LDK378	ALK	RTK	0.31623	1.029	3.8754e-05
HCC1419	Ceritinib/LDK378	ALK	RTK	1	0.82164	-0.0058694
HCC1419	Ceritinib/LDK378	ALK	RTK	3.1623	0.32376	0.0054471
HCC1419	Ceritinib/LDK378	ALK	RTK	10	-0.86702	0.78048
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.00031623	0.75492	-0.001507
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.001	0.5813	0.00075957
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.0031623	0.18243	0.014541
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.01	0.083644	0.086758
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.031623	-0.10003	0.17361
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.1	-0.17326	0.23276
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	0.31623	-0.25646	0.27166
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	1	-0.38575	0.36554
HCC1419	Neratinib/HKI272	EGFR/HER2	RTK	3.1623	-0.50145	0.49177
HCC1419	Tivantinib/ARQ197	MET	RTK	0.001	1.0632	-0.00029631
HCC1419	Tivantinib/ARQ197	MET	RTK	0.0031623	0.99679	-0.0031516
HCC1419	Tivantinib/ARQ197	MET	RTK	0.01	1.083	0.00078396
HCC1419	Tivantinib/ARQ197	MET	RTK	0.031623	1.1938	-0.00016898
HCC1419	Tivantinib/ARQ197	MET	RTK	0.1	1.057	0.0034057
HCC1419	Tivantinib/ARQ197	MET	RTK	0.31623	0.7056	0.050413
HCC1419	Tivantinib/ARQ197	MET	RTK	1	0.26935	0.13518
HCC1419	Tivantinib/ARQ197	MET	RTK	3.1623	0.17705	0.073484
HCC1419	Tivantinib/ARQ197	MET	RTK	10	0.1634	0.10776
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.001	0.98578	-0.00046115
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.0031623	1.0205	-0.0029582
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.01	1.0631	-0.0062732
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.031623	0.97182	-0.0048119
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.1	1.0873	-0.00030469
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	0.31623	1.0421	-0.0020656
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	1	1.0359	-0.0014803
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	3.1623	0.91724	-0.00074986
HCC1419	Cediranib/AZD2171	VEGFR/cKIT	RTK	10	-0.032882	0.13059
HCC1419	Cabozantinib	VEGFR2/MET	RTK	0.001	1.0615	-0.00037357
HCC1419	Cabozantinib	VEGFR2/MET	RTK	0.0031623	0.98496	0.0007794
HCC1419	Cabozantinib	VEGFR2/MET	RTK	0.01	1.1104	-0.001434
HCC1419	Cabozantinib	VEGFR2/MET	RTK	0.031623	1.018	0.0010857
HCC1419	Cabozantinib	VEGFR2/MET	RTK	0.1	1.1821	-0.0053064
HCC1419	Cabozantinib	VEGFR2/MET	RTK	0.31623	1.0654	-0.0028283
HCC1419	Cabozantinib	VEGFR2/MET	RTK	1	1.1988	-0.0033073
HCC1419	Cabozantinib	VEGFR2/MET	RTK	3.1623	1.0922	-0.0048569
HCC1419	Cabozantinib	VEGFR2/MET	RTK	10	0.62239	0.0022486
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.001	1.097	-5.4783e-05
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.0031623	1.0556	-0.017387
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.01	0.78005	-0.0090421
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.031623	0.62207	-0.0010501
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.1	0.5535	-0.012403
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	0.31623	0.64702	-0.018272
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	1	0.50921	-0.013241
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	3.1623	0.44158	-0.029961
HCC1500	Abemaciclib/LY2835219	CDK4/6	Cell cycle	10	0.21956	0.025258
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.00031623	1.1141	-0.00085691
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.001	1.1772	0.008869
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.0031623	1.2141	-0.010336
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.01	1.1029	0.0051117
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.031623	0.84717	0.0058476
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.1	0.6769	0.018763
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	0.31623	0.56263	0.01068
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	1	0.69553	0.0064233
HCC1500	Palbociclib/PD0332991	CDK4/6	Cell cycle	3.1623	0.57441	0.0034312
HCC1500	AZD7762	CHK1/2	Cell cycle	0.001	1.1772	0.0059889
HCC1500	AZD7762	CHK1/2	Cell cycle	0.0031623	0.87281	0.0068029
HCC1500	AZD7762	CHK1/2	Cell cycle	0.01	0.93936	0.050362
HCC1500	AZD7762	CHK1/2	Cell cycle	0.031623	0.39398	0.10912
HCC1500	AZD7762	CHK1/2	Cell cycle	0.1	0.26432	0.1695
HCC1500	AZD7762	CHK1/2	Cell cycle	0.31623	0.20768	0.16542
HCC1500	AZD7762	CHK1/2	Cell cycle	1	0.024116	0.20136
HCC1500	AZD7762	CHK1/2	Cell cycle	3.1623	-0.25587	0.22736
HCC1500	AZD7762	CHK1/2	Cell cycle	10	0.10813	0.15941
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.0001	1.1249	-0.003862
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.00031623	1.2247	0.0074789
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.001	1.1381	-0.00092919
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.0031623	1.1403	0.0043006
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.01	0.62867	0.080402
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.031623	0.19844	0.16116
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.1	0.22245	0.10046
HCC1500	Volasertib/BI6727	PLK	Cell cycle	0.31623	0.36939	0.046923
HCC1500	Volasertib/BI6727	PLK	Cell cycle	1	0.28608	0.039683
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0001	1.0387	0.011308
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.00031623	0.96703	-0.0032566
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.001	1.0385	0.0042877
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.0031623	1.0453	-0.00095077
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.01	0.70222	0.047279
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.031623	-0.19295	0.29707
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.1	-0.56469	0.49013
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	0.31623	-0.52143	0.45852
HCC1500	Dinaciclib/SCH727965	pan CDK	Cell cycle	1	-0.57201	0.47597
HCC1500	Cisplatin	Chemo	Chemotherapy	0.0010833	1.0279	0.011898
HCC1500	Cisplatin	Chemo	Chemotherapy	0.0033333	0.95252	0.011847
HCC1500	Cisplatin	Chemo	Chemotherapy	0.01	0.87183	0.028547
HCC1500	Cisplatin	Chemo	Chemotherapy	0.031667	1.0945	-0.0011623
HCC1500	Cisplatin	Chemo	Chemotherapy	0.1	1.2432	-0.01724
HCC1500	Cisplatin	Chemo	Chemotherapy	0.31623	0.86029	-0.021629
HCC1500	Cisplatin	Chemo	Chemotherapy	1	1.0851	-0.028243
HCC1500	Cisplatin	Chemo	Chemotherapy	3.1623	0.58433	-0.070181
HCC1500	Cisplatin	Chemo	Chemotherapy	10	0.20755	0.0011472
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.00031623	0.98714	0.0012561
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.001	1.058	0.016599
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.0031623	0.88569	-0.010492
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.01	0.51373	0.019766
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.031623	0.28606	0.059104
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.1	-0.076377	0.16098
HCC1500	Doxorubicin	Chemo	Chemotherapy	0.31623	-0.25094	0.27329
HCC1500	Doxorubicin	Chemo	Chemotherapy	1	-0.55924	0.49339
